Name,Rating,Reviews,Phone,Address,Category,Yelp URL,Suburb
"Mitte",3.9,9,+61390777379,"76 Michael St, Fitzroy North Victoria 3068, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/mitte-fitzroy-north,Northcote
"Blow Dry Bar Melbourne",3.9,9,+61386106789,"55 Hardware Lane, Melbourne Victoria 3000, Australia","Hair Salons",https://www.yelp.com/biz/blow-dry-bar-melbourne-melbourne,Fitzroy
"Mighty Boy",3.9,7,+61394193686,"59-61 Gertrude St, Fitzroy Victoria 3065, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/mighty-boy-fitzroy-2,Fitzroy
"Mr Mister",3.9,7,+61395293902,"159 Chapel St, Melbourne Victoria 3181, Australia","Cafes, Australian",https://www.yelp.com/biz/mr-mister-melbourne,St Kilda
"Thomson Street Cafe",3.9,7,,"Thomson St, Fairfield Victoria 3078, Australia","Coffee & Tea",https://www.yelp.com/biz/thomson-street-cafe-fairfield,Northcote
"Sakana Japanese Cafe",3.9,7,+61394784628,"491 High St, Preston Victoria 3072, Australia","Japanese, Coffee & Tea",https://www.yelp.com/biz/sakana-japanese-cafe-preston,Reservoir
"Naked for Satan",4,155,+61394162238,"285 Brunswick St, Fitzroy Victoria 3065, Australia","Bars, Tapas/Small Plates",https://www.yelp.com/biz/naked-for-satan-fitzroy-6,Fitzroy
"The Grain Store",4,114,+61399726993,"517 Flinders Lane, Melbourne Victoria 3000, Australia","Cafes",https://www.yelp.com/biz/the-grain-store-melbourne,Fitzroy
"400 Gradi - Brunswick",4,72,+61393802320,"99 Lygon St, Brunswick East Victoria 3057, Australia","Pizza, Italian",https://www.yelp.com/biz/400-gradi-brunswick-brunswick-east,Brunswick
"Arbory Bar & Eatery",4,62,+61396140023,"2 Flinders Walk, Melbourne Victoria 3000, Australia","Bars, Modern Australian",https://www.yelp.com/biz/arbory-bar-and-eatery-melbourne,South Yarra
"DOC Pizza & Mozzarella Bar",4,60,+61393472998,"295 Drummond St, Melbourne Victoria 3053, Australia","Italian, Pizza, Coffee & Tea",https://www.yelp.com/biz/doc-pizza-and-mozzarella-bar-melbourne,Carlton
"Lucky Coq",4,55,+61395251288,"179 Chapel St, Windsor Victoria 3181, Australia","Pizza, Bars",https://www.yelp.com/biz/lucky-coq-windsor-2,St Kilda
"Hawker Hall",4,55,+61385600090,"98 Chapel St, Windsor Victoria 3181, Australia","Asian Fusion",https://www.yelp.com/biz/hawker-hall-windsor,St Kilda
"Market Lane Coffee",4,45,+61398047434,"Shop 13, Prahran Market, 163 Commercial Rd, South Yarra Victoria 3141, Australia","Coffee & Tea, Cafes",https://www.yelp.com/biz/market-lane-coffee-south-yarra,Prahran
"Fitzrovia",4,43,+61395370001,"155 Fitzroy St, St Kilda Victoria 3182, Australia","Venues & Event Spaces, Cafes",https://www.yelp.com/biz/fitzrovia-st-kilda,St Kilda
"Yong Green Food",4,34,+61431433337,"421 Brunswick St, Fitzroy Victoria 3065, Australia","Korean, Burgers",https://www.yelp.com/biz/yong-green-food-fitzroy,Fitzroy
"Galleon Cafe",4,33,+61395348934,"9 Carlisle St, St Kilda Victoria 3182, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/galleon-cafe-st-kilda,St Kilda
"Las Chicas",4,31,+61395313699,"203 Carlisle St, Balaclava Victoria 3183, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/las-chicas-balaclava,St Kilda
"Ruyi Modern Chinese",4,29,+61390907778,"16 Liverpoole St, Melbourne Victoria 3000, Australia","Asian Fusion, Chinese, Wine Bars",https://www.yelp.com/biz/ruyi-modern-chinese-melbourne-2,Fitzroy
"Mama Bear",4,26,+61393760386,"526 Racecourse Rd, Flemington Victoria 3031, Australia","Cafes",https://www.yelp.com/biz/mama-bear-flemington,Footscray
"Babka Bakery Cafe",4,26,+61394160091,"358 Brunswick St, Fitzroy Victoria 3065, Australia","Restaurants, Bakeries, Coffee & Tea",https://www.yelp.com/biz/babka-bakery-cafe-fitzroy-2,Fitzroy
"Touchwood",4,26,+6194299347,"480 Bridge Rd, Richmond Victoria 3121, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/touchwood-richmond,Richmond
"Ichi Ni Nana Izakaya",4,26,+61394174127,"127 Brunswick St, Fitzroy Victoria 3065, Australia","Restaurants",https://www.yelp.com/biz/ichi-ni-nana-izakaya-fitzroy,Collingwood
"Rumi",4,25,+61393888255,"116 Lygon St, Brunswick East Victoria 3057, Australia","Middle Eastern",https://www.yelp.com/biz/rumi-brunswick-east-3,Brunswick
"Peko Peko",4,24,+61396861109,"190 Wells St, South Melbourne Victoria 3205, Australia","Taiwanese, Japanese",https://www.yelp.com/biz/peko-peko-south-melbourne,South Yarra
"Dench Cafe",4,22,+61394035333,"109 Scotchmer St, Fitzroy North Victoria 3068, Australia","Bakeries, Cafes",https://www.yelp.com/biz/dench-cafe-fitzroy-north,Brunswick
"Howler",4,21,+61390775572,"7 - 11 Dawson St, Brunswick Victoria 3056, Australia","Bars, Restaurants, Music Venues",https://www.yelp.com/biz/howler-brunswick,Brunswick
"Babble Cafe",4,21,+61395106464,"4 Izett St, Prahran Victoria 3181, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/babble-cafe-prahran-2,St Kilda
"Penny Farthing Espresso",4,18,+61394822246,"206 High St, Northcote Victoria 3070, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/penny-farthing-espresso-northcote,Brunswick
"Kau",4,13,+61390043588,"541 High St, Northcote Victoria 3070, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/kau-northcote-2,Preston
"Sally's Kitchen",4,13,+61396509222,"295 Exhibition St, Shop one, Melbourne Victoria 3000, Australia","Breakfast & Brunch, Cafes",https://www.yelp.com/biz/sallys-kitchen-melbourne-3,Carlton
"The Little Man Cafe",4,12,+61396878881,"158 Victoria St, Seddon Victoria 3011, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/the-little-man-cafe-seddon-2,Footscray
"The Carlton Wine Room",4,12,+61393472626,"172-174 Faraday St, Carlton Victoria 3053, Australia","Wine Bars, Modern European",https://www.yelp.com/biz/the-carlton-wine-room-carlton,Carlton
"Mercadante Woodfired Pizzeria",4,11,+61393476974,"123 Lygon St, Shop 123, Carlton Victoria 3053, Australia","Italian, Pizza",https://www.yelp.com/biz/mercadante-woodfired-pizzeria-carlton,Carlton
"Carolina",4,10,+61425731315,"11 Nicholson St, Melbourne Victoria 3057, Australia","Coffee & Tea, Australian",https://www.yelp.com/biz/carolina-melbourne,Brunswick
"Square and Compass",4,9,+61394164914,"222 Clarendon St, East Melbourne Victoria 3002, Australia","Cafes",https://www.yelp.com/biz/square-and-compass-east-melbourne,Fitzroy
"Glass Merchants",4,9,+61385280118,"63-65 Nelson St, Balaclava Victoria 3183, Australia","Coffee & Tea, Cafes",https://www.yelp.com/biz/glass-merchants-balaclava-3,St Kilda
"Umberto Espresso Bar",4,9,+61394848654,"917 High St, Thornbury Victoria 3071, Australia","Italian, Coffee & Tea, Bars",https://www.yelp.com/biz/umberto-espresso-bar-thornbury,Thornbury
"Hard Pressed",4,8,+61394174441,"76 Wellington Pde, Melbourne Victoria 3002, Australia","Coffee & Tea",https://www.yelp.com/biz/hard-pressed-melbourne,Richmond
"The Foreigner",4,8,+61394991313,"31 Ivanhoe Pde, Ivanhoe Victoria 3079, Australia","Cafes",https://www.yelp.com/biz/the-foreigner-ivanhoe,Preston
"Mishra's Kitchen",4,8,+61393143336,"18 Wembley Ave, Yarraville Victoria 3013, Australia","Indian",https://www.yelp.com/biz/mishras-kitchen-yarraville,Sunshine
"Maddox",4,7,+61390415650,"295 Sydney Rd, Brunswick Victoria 3056, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/maddox-brunswick-2,Brunswick
"Little River",4,7,+61399730473,"Shop 7, 208 Albion St, Brunswick Victoria 3056, Australia","Coffee & Tea, Breakfast & Brunch, Vegetarian",https://www.yelp.com/biz/little-river-brunswick,Brunswick
"New York Tomato",4,7,+61394290505,"Suite 2, #24, Richmond Victoria 3121, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/new-york-tomato-richmond,Richmond
"French Baguette Cafe",4,6,+61390773369,"177 Barkly St, Footscray Victoria 3011, Australia","Bakeries, Restaurants, Coffee & Tea",https://www.yelp.com/biz/french-baguette-cafe-footscray,Footscray
"Bentwood",4,6,+61394191614,"237 Napier St, Fitzroy Victoria 3065, Australia","Cafes",https://www.yelp.com/biz/bentwood-fitzroy,Fitzroy
"Burnside",4,6,+61383947335,"87a Smith St, Melbourne Victoria 3065, Australia","Coffee & Tea",https://www.yelp.com/biz/burnside-melbourne,Fitzroy
"Ruby's",4,6,+61499731059,"138 Nicholson St, Coburg Victoria 3058, Australia","Coffee & Tea",https://www.yelp.com/biz/rubys-coburg,Preston
"Motorino",4,6,+6193992121,"29A Vernon St, Melbourne Victoria 3015, Australia","Pizza, Italian",https://www.yelp.com/biz/motorino-melbourne,Sunshine
"Lazzat Kadah",4,6,+61393866220,"61-63 Sydney Rd, Coburg Victoria 3058, Australia","Indian",https://www.yelp.com/biz/lazzat-kadah-coburg,Coburg
"Tabet's Bakery",4,6,+61393873461,"607 Sydney Rd, Brunswick Victoria 3056, Australia","Bakeries, Middle Eastern",https://www.yelp.com/biz/tabets-bakery-brunswick-3,Coburg
"St Kilda Sea Baths",4,6,+61395254888,"18 Jacka Boulevard, #9, St Kilda Victoria 3182, Australia","Gyms",https://www.yelp.com/biz/st-kilda-sea-baths-st-kilda-2,St Kilda
"Fig & Walnut",4,5,+61396872665,"11 Bellairs Ave, Seddon Victoria 3011, Australia","Breakfast & Brunch, Coffee & Tea",https://www.yelp.com/biz/fig-and-walnut-seddon,Footscray
"Two Birds Cafe",4,5,+61394172881,"31 Peel St, Collingwood Victoria 3066, Australia","Coffee & Tea",https://www.yelp.com/biz/two-birds-cafe-collingwood,Fitzroy
"Mayday Coffee and Food",4,5,+61394210111,"410 Bridge Rd, Richmond Victoria 3121, Australia","Cafes, Coffee & Tea",https://www.yelp.com/biz/mayday-coffee-and-food-richmond,Richmond
"Tom Dick & Harry",4,5,+61390414334,"1/242 Toorak Rd, South Yarra Victoria 3141, Australia","Cafes",https://www.yelp.com/biz/tom-dick-and-harry-south-yarra,Richmond
"Jerry's Milk Bar",4,5,+61395313078,"345 Barkly St, Elwood Victoria 3184, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/jerrys-milk-bar-elwood,St Kilda
"Ampersand Cafe",4,5,+61394842085,"863 High St, Thornbury Victoria 3071, Australia","Coffee & Tea, Modern Australian",https://www.yelp.com/biz/ampersand-cafe-thornbury-2,Preston
"House of Cards",4,5,,"Engineering Lane, Melbourne Victoria 3052, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/house-of-cards-melbourne,Carlton
"Mammoth",4,5,+61398245239,"736 Malvern Rd, Melbourne Victoria 3143, Australia","Coffee & Tea, Restaurants",https://www.yelp.com/biz/mammoth-melbourne,Prahran
"Co Thu Quan Footscray",4,5,+61396891451,"Shop 11 & 12, 10 Droop Street, Footscray Victoria 3011, Australia","Vietnamese",https://www.yelp.com/biz/co-thu-quan-footscray-footscray,Footscray
"Paninoteca S.p.A",4,5,+61383547541,"130 Gaffney St, Coburg Victoria 3058, Australia","Delicatessen, Fast Food, Sandwiches",https://www.yelp.com/biz/paninoteca-s-p-a-coburg,Coburg
"Lievita",4,5,+61394899498,"298 High St, Northcote Victoria 3070, Australia","Pizza",https://www.yelp.com/biz/lievita-northcote,Northcote
"Collingwood Little Athletics Centre",4,5,+61392055522,"George Knott Athletic Field Heidelberg Rd, Clifton Hill Victoria 3068, Australia","Gyms",https://www.yelp.com/biz/collingwood-little-athletics-centre-clifton-hill,Brunswick
"The Barber Club",4,5,+61396002511,"844 Bourke St, Docklands Victoria 3008, Australia","Hair Salons",https://www.yelp.com/biz/the-barber-club-docklands,Footscray
